Created as New Dataset,Sample 074 By Student Date Tuesday, February 27 2024
cm-1,%T
3352.00,65.99
3351.00,66.01
3350.00,66.02
3349.00,66.02
3348.00,66.03
3347.00,66.03
3346.00,66.04
3345.00,66.05
3344.00,66.06
3343.00,66.08
3342.00,66.09
3341.00,66.11
3340.00,66.12
3339.00,66.13
3338.00,66.14
3337.00,66.15
3336.00,66.14
3335.00,66.15
3334.00,66.15
3333.00,66.16
3332.00,66.16
3331.00,66.17
3330.00,66.18
3329.00,66.20
3328.00,66.21
3327.00,66.22
3326.00,66.24
3325.00,66.25
3324.00,66.26
3323.00,66.26
3322.00,66.26
3321.00,66.27
3320.00,66.27
3319.00,66.28
3318.00,66.28
3317.00,66.29
3316.00,66.30
3315.00,66.31
3314.00,66.32
3313.00,66.32
3312.00,66.33
3311.00,66.35
3310.00,66.37
3309.00,66.39
3308.00,66.41
3307.00,66.43
3306.00,66.44
3305.00,66.44
3304.00,66.43
3303.00,66.42
3302.00,66.41
3301.00,66.41
3300.00,66.40
3299.00,66.40
3298.00,66.41
3297.00,66.42
3296.00,66.43
3295.00,66.44
3294.00,66.45
3293.00,66.45
3292.00,66.45
3291.00,66.45
3290.00,66.44
3289.00,66.43
3288.00,66.43
3287.00,66.42
3286.00,66.42
3285.00,66.42
3284.00,66.42
3283.00,66.42
3282.00,66.42
3281.00,66.42
3280.00,66.42
3279.00,66.42
3278.00,66.43
3277.00,66.43
3276.00,66.43
3275.00,66.44
3274.00,66.45
3273.00,66.45
3272.00,66.45
3271.00,66.45
3270.00,66.45
3269.00,66.44
3268.00,66.42
3267.00,66.41
3266.00,66.40
3265.00,66.40
3264.00,66.39
3263.00,66.38
3262.00,66.38
3261.00,66.38
3260.00,66.37
3259.00,66.37
3258.00,66.37
3257.00,66.37
3256.00,66.37
3255.00,66.36
3254.00,66.35
3253.00,66.34
3252.00,66.34
3251.00,66.33
3250.00,66.33
3249.00,66.32
3248.00,66.33
3247.00,66.33
3246.00,66.32
3245.00,66.30
3244.00,66.29
3243.00,66.28
3242.00,66.27
3241.00,66.26
3240.00,66.25
3239.00,66.24
3238.00,66.24
3237.00,66.24
3236.00,66.24
3235.00,66.24
3234.00,66.24
3233.00,66.24
3232.00,66.22
3231.00,66.20
3230.00,66.19
3229.00,66.18
3228.00,66.17
3227.00,66.15
3226.00,66.14
3225.00,66.14
3224.00,66.13
3223.00,66.12
3222.00,66.11
3221.00,66.10
3220.00,66.10
3219.00,66.09
3218.00,66.08
3217.00,66.06
3216.00,66.06
3215.00,66.05
3214.00,66.04
3213.00,66.02
3212.00,66.01
3211.00,66.01
3210.00,66.00
3209.00,65.98
3208.00,65.97
3207.00,65.96
3206.00,65.96
3205.00,65.94
3204.00,65.93
3203.00,65.91
3202.00,65.91
3201.00,65.89
3200.00,65.88
3199.00,65.86
3198.00,65.85
3197.00,65.84
3196.00,65.83
3195.00,65.81
3194.00,65.80
3193.00,65.79
3192.00,65.78
3191.00,65.76
3190.00,65.75
3189.00,65.74
3188.00,65.72
3187.00,65.71
3186.00,65.69
3185.00,65.68
3184.00,65.67
3183.00,65.65
3182.00,65.64
3181.00,65.62
3180.00,65.61
3179.00,65.60
3178.00,65.58
3177.00,65.56
3176.00,65.55
3175.00,65.54
3174.00,65.52
3173.00,65.51
3172.00,65.49
3171.00,65.47
3170.00,65.46
3169.00,65.44
3168.00,65.42
3167.00,65.41
3166.00,65.40
3165.00,65.38
3164.00,65.36
3163.00,65.34
3162.00,65.33
3161.00,65.32
3160.00,65.30
3159.00,65.28
3158.00,65.26
3157.00,65.25
3156.00,65.24
3155.00,65.22
3154.00,65.21
3153.00,65.21
3152.00,65.19
3151.00,65.17
3150.00,65.15
3149.00,65.12
3148.00,65.10
3147.00,65.08
3146.00,65.06
3145.00,65.04
3144.00,65.02
3143.00,65.01
3142.00,65.00
3141.00,64.98
3140.00,64.97
3139.00,64.95
3138.00,64.94
3137.00,64.91
3136.00,64.88
3135.00,64.86
3134.00,64.85
3133.00,64.83
3132.00,64.81
3131.00,64.79
3130.00,64.78
3129.00,64.76
3128.00,64.74
3127.00,64.71
3126.00,64.69
3125.00,64.68
3124.00,64.67
3123.00,64.65
3122.00,64.64
3121.00,64.64
3120.00,64.63
3119.00,64.62
3118.00,64.60
3117.00,64.58
3116.00,64.56
3115.00,64.54
3114.00,64.50
3113.00,64.47
3112.00,64.45
3111.00,64.43
3110.00,64.41
3109.00,64.39
3108.00,64.37
3107.00,64.35
3106.00,64.33
3105.00,64.30
3104.00,64.27
3103.00,64.26
3102.00,64.25
3101.00,64.23
3100.00,64.20
3099.00,64.18
3098.00,64.16
3097.00,64.14
3096.00,64.12
3095.00,64.09
3094.00,64.08
3093.00,64.06
3092.00,64.05
3091.00,64.03
3090.00,64.01
3089.00,63.99
3088.00,63.98
3087.00,63.95
3086.00,63.93
3085.00,63.92
3084.00,63.91
3083.00,63.89
3082.00,63.87
3081.00,63.85
3080.00,63.84
3079.00,63.82
3078.00,63.80
3077.00,63.77
3076.00,63.74
3075.00,63.71
3074.00,63.68
3073.00,63.65
3072.00,63.63
3071.00,63.61
3070.00,63.60
3069.00,63.58
3068.00,63.56
3067.00,63.55
3066.00,63.53
3065.00,63.51
3064.00,63.48
3063.00,63.45
3062.00,63.44
3061.00,63.42
3060.00,63.39
3059.00,63.37
3058.00,63.35
3057.00,63.34
3056.00,63.33
3055.00,63.30
3054.00,63.29
3053.00,63.27
3052.00,63.26
3051.00,63.24
3050.00,63.22
3049.00,63.19
3048.00,63.18
3047.00,63.16
3046.00,63.14
3045.00,63.13
3044.00,63.12
3043.00,63.11
3042.00,63.09
3041.00,63.06
3040.00,63.03
3039.00,63.01
3038.00,62.99
3037.00,62.97
3036.00,62.95
3035.00,62.94
3034.00,62.92
3033.00,62.90
3032.00,62.87
3031.00,62.85
3030.00,62.83
3029.00,62.81
3028.00,62.79
3027.00,62.77
3026.00,62.75
3025.00,62.74
3024.00,62.72
3023.00,62.70
3022.00,62.68
3021.00,62.67
3020.00,62.65
3019.00,62.63
3018.00,62.62
3017.00,62.61
3016.00,62.60
3015.00,62.59
3014.00,62.57
3013.00,62.55
3012.00,62.54
3011.00,62.52
3010.00,62.49
3009.00,62.46
3008.00,62.43
3007.00,62.41
3006.00,62.39
3005.00,62.37
3004.00,62.35
3003.00,62.34
3002.00,62.33
3001.00,62.31
3000.00,62.29
2999.00,62.28
2998.00,62.27
2997.00,62.25
2996.00,62.23
2995.00,62.21
2994.00,62.20
2993.00,62.19
2992.00,62.17
2991.00,62.14
2990.00,62.12
2989.00,62.11
2988.00,62.08
2987.00,62.06
2986.00,62.04
2985.00,62.03
2984.00,62.01
2983.00,61.99
2982.00,61.97
2981.00,61.96
2980.00,61.94
2979.00,61.93
2978.00,61.90
2977.00,61.88
2976.00,61.86
2975.00,61.85
2974.00,61.82
2973.00,61.80
2972.00,61.77
2971.00,61.75
2970.00,61.73
2969.00,61.70
2968.00,61.68
2967.00,61.66
2966.00,61.65
2965.00,61.62
2964.00,61.60
2963.00,61.58
2962.00,61.57
2961.00,61.55
2960.00,61.52
2959.00,61.50
2958.00,61.49
2957.00,61.48
2956.00,61.47
2955.00,61.45
2954.00,61.45
2953.00,61.44
2952.00,61.43
2951.00,61.41
2950.00,61.40
2949.00,61.39
2948.00,61.39
2947.00,61.37
2946.00,61.36
2945.00,61.34
2944.00,61.33
2943.00,61.31
2942.00,61.28
2941.00,61.26
2940.00,61.24
2939.00,61.22
2938.00,61.19
2937.00,61.17
2936.00,61.15
2935.00,61.13
2934.00,61.11
2933.00,61.08
2932.00,61.06
2931.00,61.04
2930.00,61.02
2929.00,60.99
2928.00,60.95
2927.00,60.92
2926.00,60.89
2925.00,60.85
2924.00,60.81
2923.00,60.77
2922.00,60.74
2921.00,60.71
2920.00,60.68
2919.00,60.66
2918.00,60.65
2917.00,60.66
2916.00,60.68
2915.00,60.70
2914.00,60.73
2913.00,60.76
2912.00,60.78
2911.00,60.80
2910.00,60.81
2909.00,60.82
2908.00,60.83
2907.00,60.84
2906.00,60.85
2905.00,60.85
2904.00,60.85
2903.00,60.86
2902.00,60.86
2901.00,60.85
2900.00,60.85
2899.00,60.85
2898.00,60.85
2897.00,60.85
2896.00,60.84
2895.00,60.84
2894.00,60.84
2893.00,60.84
2892.00,60.83
2891.00,60.82
2890.00,60.83
2889.00,60.83
2888.00,60.82
2887.00,60.81
2886.00,60.82
2885.00,60.82
2884.00,60.81
2883.00,60.81
2882.00,60.81
2881.00,60.81
2880.00,60.81
2879.00,60.80
2878.00,60.80
2877.00,60.80
2876.00,60.80
2875.00,60.81
2874.00,60.80
2873.00,60.80
2872.00,60.80
2871.00,60.79
2870.00,60.78
2869.00,60.77
2868.00,60.77
2867.00,60.77
2866.00,60.76
2865.00,60.75
2864.00,60.75
2863.00,60.75
2862.00,60.74
2861.00,60.73
2860.00,60.72
2859.00,60.72
2858.00,60.71
2857.00,60.69
2856.00,60.67
2855.00,60.65
2854.00,60.64
2853.00,60.61
2852.00,60.59
2851.00,60.57
2850.00,60.56
2849.00,60.57
2848.00,60.59
2847.00,60.62
2846.00,60.65
2845.00,60.69
2844.00,60.73
2843.00,60.75
2842.00,60.78
2841.00,60.81
2840.00,60.84
2839.00,60.85
2838.00,60.86
2837.00,60.87
2836.00,60.88
2835.00,60.89
2834.00,60.89
2833.00,60.90
2832.00,60.91
2831.00,60.92
2830.00,60.92
2829.00,60.93
2828.00,60.93
2827.00,60.95
2826.00,60.96
2825.00,60.96
2824.00,60.96
2823.00,60.98
2822.00,60.99
2821.00,60.99
2820.00,60.99
2819.00,61.00
2818.00,61.02
2817.00,61.03
2816.00,61.03
2815.00,61.04
2814.00,61.05
2813.00,61.06
2812.00,61.07
2811.00,61.07
2810.00,61.08
2809.00,61.10
2808.00,61.10
2807.00,61.11
2806.00,61.12
2805.00,61.13
2804.00,61.14
2803.00,61.15
2802.00,61.16
2801.00,61.17
2800.00,61.19
2799.00,61.20
2798.00,61.21
2797.00,61.22
2796.00,61.23
2795.00,61.25
2794.00,61.26
2793.00,61.26
2792.00,61.28
2791.00,61.30
2790.00,61.31
2789.00,61.32
2788.00,61.32
2787.00,61.34
2786.00,61.35
2785.00,61.36
2784.00,61.37
2783.00,61.38
2782.00,61.40
2781.00,61.41
2780.00,61.42
2779.00,61.43
2778.00,61.45
2777.00,61.47
2776.00,61.48
2775.00,61.49
2774.00,61.51
2773.00,61.52
2772.00,61.54
2771.00,61.54
2770.00,61.56
2769.00,61.57
2768.00,61.59
2767.00,61.60
2766.00,61.61
2765.00,61.63
2764.00,61.65
2763.00,61.66
2762.00,61.67
2761.00,61.68
2760.00,61.70
2759.00,61.72
2758.00,61.73
2757.00,61.74
2756.00,61.76
2755.00,61.78
2754.00,61.79
2753.00,61.80
2752.00,61.82
2751.00,61.84
2750.00,61.86
2749.00,61.87
2748.00,61.88
2747.00,61.90
2746.00,61.92
2745.00,61.94
2744.00,61.95
2743.00,61.96
2742.00,61.98
2741.00,62.00
2740.00,62.01
2739.00,62.03
2738.00,62.05
2737.00,62.07
2736.00,62.08
2735.00,62.09
2734.00,62.11
2733.00,62.13
2732.00,62.15
2731.00,62.16
2730.00,62.18
2729.00,62.20
2728.00,62.22
2727.00,62.24
2726.00,62.25
2725.00,62.26
2724.00,62.29
2723.00,62.31
2722.00,62.32
2721.00,62.33
2720.00,62.35
2719.00,62.37
2718.00,62.39
2717.00,62.40
2716.00,62.41
2715.00,62.44
2714.00,62.46
2713.00,62.47
2712.00,62.48
2711.00,62.50
2710.00,62.53
2709.00,62.55
2708.00,62.56
2707.00,62.58
2706.00,62.60
2705.00,62.62
2704.00,62.63
2703.00,62.65
2702.00,62.67
2701.00,62.69
2700.00,62.71
2699.00,62.73
2698.00,62.75
2697.00,62.77
2696.00,62.79
2695.00,62.80
2694.00,62.82
2693.00,62.84
2692.00,62.86
2691.00,62.88
2690.00,62.90
2689.00,62.91
2688.00,62.94
2687.00,62.96
2686.00,62.98
2685.00,62.99
2684.00,63.01
2683.00,63.04
2682.00,63.06
2681.00,63.07
2680.00,63.09
2679.00,63.12
2678.00,63.14
2677.00,63.15
2676.00,63.17
2675.00,63.19
2674.00,63.22
2673.00,63.23
2672.00,63.25
2671.00,63.27
2670.00,63.29
2669.00,63.32
2668.00,63.33
2667.00,63.35
2666.00,63.37
2665.00,63.39
2664.00,63.41
2663.00,63.43
2662.00,63.45
2661.00,63.48
2660.00,63.49
2659.00,63.51
2658.00,63.53
2657.00,63.55
2656.00,63.58
2655.00,63.59
2654.00,63.61
2653.00,63.63
2652.00,63.66
2651.00,63.68
2650.00,63.70
2649.00,63.72
2648.00,63.75
2647.00,63.77
2646.00,63.78
2645.00,63.80
2644.00,63.82
2643.00,63.85
2642.00,63.87
2641.00,63.88
2640.00,63.90
2639.00,63.93
2638.00,63.96
2637.00,63.97
2636.00,63.99
2635.00,64.01
2634.00,64.04
2633.00,64.06
2632.00,64.07
2631.00,64.09
2630.00,64.12
2629.00,64.14
2628.00,64.16
2627.00,64.18
2626.00,64.20
2625.00,64.23
2624.00,64.25
2623.00,64.27
2622.00,64.29
2621.00,64.32
2620.00,64.34
2619.00,64.35
2618.00,64.37
2617.00,64.40
2616.00,64.42
2615.00,64.44
2614.00,64.46
2613.00,64.48
2612.00,64.51
2611.00,64.53
2610.00,64.54
2609.00,64.56
2608.00,64.59
2607.00,64.61
2606.00,64.63
2605.00,64.64
2604.00,64.66
2603.00,64.69
2602.00,64.71
2601.00,64.72
2600.00,64.74
2599.00,64.77
2598.00,64.79
2597.00,64.81
2596.00,64.82
2595.00,64.84
2594.00,64.87
2593.00,64.89
2592.00,64.90
2591.00,64.92
2590.00,64.94
2589.00,64.96
2588.00,64.98
2587.00,64.99
2586.00,65.01
2585.00,65.04
2584.00,65.05
2583.00,65.06
2582.00,65.08
2581.00,65.10
2580.00,65.12
2579.00,65.13
2578.00,65.15
2577.00,65.17
2576.00,65.19
2575.00,65.20
2574.00,65.21
2573.00,65.23
2572.00,65.25
2571.00,65.27
2570.00,65.28
2569.00,65.29
2568.00,65.31
2567.00,65.32
2566.00,65.33
2565.00,65.34
2564.00,65.35
2563.00,65.37
2562.00,65.39
2561.00,65.39
2560.00,65.40
2559.00,65.41
2558.00,65.43
2557.00,65.44
2556.00,65.44
2555.00,65.45
2554.00,65.47
2553.00,65.48
2552.00,65.48
2551.00,65.48
2550.00,65.50
2549.00,65.51
2548.00,65.51
2547.00,65.51
2546.00,65.52
2545.00,65.53
2544.00,65.54
2543.00,65.53
2542.00,65.54
2541.00,65.55
2540.00,65.56
2539.00,65.56
2538.00,65.56
2537.00,65.56
2536.00,65.57
2535.00,65.57
2534.00,65.57
2533.00,65.57
2532.00,65.57
2531.00,65.58
2530.00,65.57
2529.00,65.56
2528.00,65.57
2527.00,65.57
2526.00,65.57
2525.00,65.55
2524.00,65.55
2523.00,65.56
2522.00,65.55
2521.00,65.54
2520.00,65.53
2519.00,65.53
2518.00,65.53
2517.00,65.52
2516.00,65.50
2515.00,65.49
2514.00,65.49
2513.00,65.48
2512.00,65.46
2511.00,65.45
2510.00,65.44
2509.00,65.43
2508.00,65.41
2507.00,65.39
2506.00,65.38
2505.00,65.37
2504.00,65.35
2503.00,65.33
2502.00,65.31
2501.00,65.30
2500.00,65.28
2499.00,65.26
2498.00,65.23
2497.00,65.22
2496.00,65.20
2495.00,65.18
2494.00,65.15
2493.00,65.12
2492.00,65.11
2491.00,65.08
2490.00,65.05
2489.00,65.03
2488.00,65.00
2487.00,64.98
2486.00,64.95
2485.00,64.91
2484.00,64.88
2483.00,64.86
2482.00,64.83
2481.00,64.79
2480.00,64.75
2479.00,64.73
2478.00,64.70
2477.00,64.66
2476.00,64.61
2475.00,64.58
2474.00,64.55
2473.00,64.51
2472.00,64.46
2471.00,64.42
2470.00,64.39
2469.00,64.35
2468.00,64.30
2467.00,64.26
2466.00,64.22
2465.00,64.18
2464.00,64.13
2463.00,64.08
2462.00,64.04
2461.00,64.00
2460.00,63.95
2459.00,63.89
2458.00,63.84
2457.00,63.79
2456.00,63.75
2455.00,63.69
2454.00,63.63
2453.00,63.58
2452.00,63.54
2451.00,63.48
2450.00,63.42
2449.00,63.36
2448.00,63.31
2447.00,63.26
2446.00,63.20
2445.00,63.13
2444.00,63.08
2443.00,63.03
2442.00,62.97
2441.00,62.90
2440.00,62.84
2439.00,62.78
2438.00,62.72
2437.00,62.65
2436.00,62.58
2435.00,62.52
2434.00,62.47
2433.00,62.39
2432.00,62.32
2431.00,62.25
2430.00,62.19
2429.00,62.12
2428.00,62.05
2427.00,61.98
2426.00,61.92
2425.00,61.85
2424.00,61.77
2423.00,61.70
2422.00,61.63
2421.00,61.56
2420.00,61.48
2419.00,61.40
2418.00,61.33
2417.00,61.26
2416.00,61.18
2415.00,61.10
2414.00,61.02
2413.00,60.95
2412.00,60.88
2411.00,60.79
2410.00,60.71
2409.00,60.63
2408.00,60.56
2407.00,60.48
2406.00,60.39
2405.00,60.31
2404.00,60.23
2403.00,60.15
2402.00,60.07
2401.00,59.98
2400.00,59.89
2399.00,59.82
2398.00,59.73
2397.00,59.64
2396.00,59.55
2395.00,59.47
2394.00,59.39
2393.00,59.29
2392.00,59.20
2391.00,59.11
2390.00,59.03
2389.00,58.94
2388.00,58.84
2387.00,58.76
2386.00,58.67
2385.00,58.58
2384.00,58.49
2383.00,58.40
2382.00,58.32
2381.00,58.24
2380.00,58.16
2379.00,58.08
2378.00,58.01
2377.00,57.94
2376.00,57.87
2375.00,57.79
2374.00,57.71
2373.00,57.64
2372.00,57.56
2371.00,57.47
2370.00,57.37
2369.00,57.28
2368.00,57.19
2367.00,57.09
2366.00,56.99
2365.00,56.89
2364.00,56.80
2363.00,56.70
2362.00,56.60
2361.00,56.49
2360.00,56.39
2359.00,56.30
2358.00,56.19
2357.00,56.08
2356.00,55.97
2355.00,55.86
2354.00,55.73
2353.00,55.60
2352.00,55.47
2351.00,55.37
2350.00,55.28
2349.00,55.17
2348.00,55.06
2347.00,54.94
2346.00,54.82
2345.00,54.69
2344.00,54.57
2343.00,54.46
2342.00,54.34
2341.00,54.21
2340.00,54.07
2339.00,53.94
2338.00,53.81
2337.00,53.68
2336.00,53.53
2335.00,53.40
2334.00,53.27
2333.00,53.14
2332.00,53.00
2331.00,52.85
2330.00,52.72
2329.00,52.59
2328.00,52.45
2327.00,52.31
2326.00,52.17
2325.00,52.03
2324.00,51.89
2323.00,51.74
2322.00,51.59
2321.00,51.44
2320.00,51.29
2319.00,51.14
2318.00,50.98
2317.00,50.83
2316.00,50.67
2315.00,50.51
2314.00,50.35
2313.00,50.18
2312.00,50.02
2311.00,49.86
2310.00,49.69
2309.00,49.52
2308.00,49.36
2307.00,49.19
2306.00,49.03
2305.00,48.85
2304.00,48.68
2303.00,48.51
2302.00,48.34
2301.00,48.16
2300.00,47.98
2299.00,47.81
2298.00,47.64
2297.00,47.46
2296.00,47.27
2295.00,47.09
2294.00,46.91
2293.00,46.72
2292.00,46.53
2291.00,46.34
2290.00,46.16
2289.00,45.97
2288.00,45.77
2287.00,45.57
2286.00,45.38
2285.00,45.18
2284.00,44.98
2283.00,44.78
2282.00,44.58
2281.00,44.38
2280.00,44.18
2279.00,43.97
2278.00,43.76
2277.00,43.56
2276.00,43.35
2275.00,43.14
2274.00,42.92
2273.00,42.71
2272.00,42.50
2271.00,42.28
2270.00,42.06
2269.00,41.84
2268.00,41.62
2267.00,41.40
2266.00,41.18
2265.00,40.95
2264.00,40.73
2263.00,40.50
2262.00,40.27
2261.00,40.04
2260.00,39.81
2259.00,39.58
2258.00,39.35
2257.00,39.12
2256.00,38.88
2255.00,38.65
2254.00,38.42
2253.00,38.18
2252.00,37.94
2251.00,37.70
2250.00,37.47
2249.00,37.23
2248.00,36.98
2247.00,36.74
2246.00,36.51
2245.00,36.26
2244.00,36.02
2243.00,35.77
2242.00,35.53
2241.00,35.29
2240.00,35.04
2239.00,34.80
2238.00,34.55
2237.00,34.31
2236.00,34.06
2235.00,33.81
2234.00,33.57
2233.00,33.33
2232.00,33.08
2231.00,32.83
2230.00,32.58
2229.00,32.34
2228.00,32.09
2227.00,31.84
2226.00,31.60
2225.00,31.35
2224.00,31.10
2223.00,30.86
2222.00,30.61
2221.00,30.37
2220.00,30.12
2219.00,29.88
2218.00,29.63
2217.00,29.39
2216.00,29.14
2215.00,28.90
2214.00,28.66
2213.00,28.41
2212.00,28.17
2211.00,27.93
2210.00,27.69
2209.00,27.45
2208.00,27.21
2207.00,26.97
2206.00,26.73
2205.00,26.49
2204.00,26.25
2203.00,26.02
2202.00,25.78
2201.00,25.55
2200.00,25.31
2199.00,25.08
2198.00,24.85
2197.00,24.62
2196.00,24.38
2195.00,24.16
2194.00,23.93
2193.00,23.70
2192.00,23.48
2191.00,23.25
2190.00,23.03
2189.00,22.81
2188.00,22.59
2187.00,22.37
2186.00,22.15
2185.00,21.94
2184.00,21.72
2183.00,21.51
2182.00,21.30
2181.00,21.09
2180.00,20.88
2179.00,20.67
2178.00,20.46
2177.00,20.26
2176.00,20.06
2175.00,19.85
2174.00,19.65
2173.00,19.46
2172.00,19.26
2171.00,19.07
2170.00,18.87
2169.00,18.68
2168.00,18.49
2167.00,18.30
2166.00,18.12
2165.00,17.94
2164.00,17.75
2163.00,17.57
2162.00,17.39
2161.00,17.22
2160.00,17.04
2159.00,16.87
2158.00,16.70
2157.00,16.53
2156.00,16.36
2155.00,16.19
2154.00,16.03
2153.00,15.87
2152.00,15.71
2151.00,15.55
2150.00,15.39
2149.00,15.24
2148.00,15.08
2147.00,14.93
2146.00,14.78
2145.00,14.64
2144.00,14.49
2143.00,14.35
2142.00,14.21
2141.00,14.07
2140.00,13.93
2139.00,13.79
2138.00,13.66
2137.00,13.52
2136.00,13.39
2135.00,13.26
2134.00,13.14
2133.00,13.01
2132.00,12.89
2131.00,12.77
2130.00,12.65
2129.00,12.53
2128.00,12.41
2127.00,12.30
2126.00,12.19
2125.00,12.08
2124.00,11.97
2123.00,11.87
2122.00,11.76
2121.00,11.66
2120.00,11.56
2119.00,11.46
2118.00,11.36
2117.00,11.26
2116.00,11.17
2115.00,11.08
2114.00,10.99
2113.00,10.90
2112.00,10.81
2111.00,10.73
2110.00,10.65
2109.00,10.56
2108.00,10.48
2107.00,10.41
2106.00,10.33
2105.00,10.26
2104.00,10.18
2103.00,10.11
2102.00,10.04
2101.00,9.97
2100.00,9.90
2099.00,9.84
2098.00,9.78
2097.00,9.71
2096.00,9.65
2095.00,9.60
2094.00,9.54
2093.00,9.48
2092.00,9.43
2091.00,9.37
2090.00,9.32
2089.00,9.27
2088.00,9.22
2087.00,9.18
2086.00,9.13
2085.00,9.08
2084.00,9.03
2083.00,8.99
2082.00,8.95
2081.00,8.91
2080.00,8.86
2079.00,8.83
2078.00,8.79
2077.00,8.75
2076.00,8.71
2075.00,8.67
2074.00,8.64
2073.00,8.60
2072.00,8.57
2071.00,8.53
2070.00,8.50
2069.00,8.47
2068.00,8.44
2067.00,8.40
2066.00,8.37
2065.00,8.34
2064.00,8.30
2063.00,8.27
2062.00,8.24
2061.00,8.20
2060.00,8.17
2059.00,8.14
2058.00,8.11
2057.00,8.07
2056.00,8.04
2055.00,8.00
2054.00,7.97
2053.00,7.93
2052.00,7.89
2051.00,7.85
2050.00,7.81
2049.00,7.78
2048.00,7.73
2047.00,7.69
2046.00,7.65
2045.00,7.61
2044.00,7.56
2043.00,7.52
2042.00,7.47
2041.00,7.42
2040.00,7.37
2039.00,7.32
2038.00,7.27
2037.00,7.22
2036.00,7.16
2035.00,7.10
2034.00,7.05
2033.00,6.99
2032.00,6.93
2031.00,6.87
2030.00,6.80
2029.00,6.74
2028.00,6.67
2027.00,6.61
2026.00,6.54
2025.00,6.47
2024.00,6.40
2023.00,6.33
2022.00,6.26
2021.00,6.18
2020.00,6.10
2019.00,6.02
2018.00,5.94
2017.00,5.87
2016.00,5.79
2015.00,5.71
2014.00,5.63
2013.00,5.55
2012.00,5.46
2011.00,5.38
2010.00,5.30
2009.00,5.21
2008.00,5.13
2007.00,5.05
2006.00,4.96
2005.00,4.88
2004.00,4.79
2003.00,4.71
2002.00,4.62
2001.00,4.54
2000.00,4.45
1999.00,4.37
1998.00,4.29
1997.00,4.20
1996.00,4.13
1995.00,4.04
1994.00,3.96
1993.00,3.88
1992.00,3.80
1991.00,3.72
1990.00,3.64
1989.00,3.56
1988.00,3.48
1987.00,3.41
1986.00,3.33
1985.00,3.26
1984.00,3.18
1983.00,3.11
1982.00,3.04
1981.00,2.97
1980.00,2.90
1979.00,2.83
1978.00,2.77
1977.00,2.70
1976.00,2.64
1975.00,2.58
1974.00,2.52
1973.00,2.46
1972.00,2.40
1971.00,2.34
1970.00,2.28
1969.00,2.23
1968.00,2.17
1967.00,2.12
1966.00,2.07
1965.00,2.02
1964.00,1.97
1963.00,1.92
1962.00,1.87
1961.00,1.82
1960.00,1.78
1959.00,1.73
1958.00,1.69
1957.00,1.65
1956.00,1.61
1955.00,1.57
1954.00,1.53
1953.00,1.49
1952.00,1.46
1951.00,1.42
1950.00,1.38
1949.00,1.35
1948.00,1.32
1947.00,1.28
1946.00,1.25
1945.00,1.22
1944.00,1.19
1943.00,1.16
1942.00,1.13
1941.00,1.10
1940.00,1.08
1939.00,1.05
1938.00,1.02
1937.00,1.00
1936.00,0.97
1935.00,0.95
1934.00,0.93
1933.00,0.90
1932.00,0.88
1931.00,0.86
1930.00,0.84
1929.00,0.82
1928.00,0.80
1927.00,0.78
1926.00,0.76
1925.00,0.74
1924.00,0.73
1923.00,0.71
1922.00,0.70
1921.00,0.68
1920.00,0.66
1919.00,0.64
1918.00,0.63
1917.00,0.61
1916.00,0.60
1915.00,0.59
1914.00,0.57
1913.00,0.56
1912.00,0.54
1911.00,0.53
1910.00,0.52
1909.00,0.51
1908.00,0.49
1907.00,0.48
1906.00,0.47
1905.00,0.46
1904.00,0.45
1903.00,0.44
1902.00,0.43
1901.00,0.42
1900.00,0.41
1899.00,0.40
1898.00,0.39
1897.00,0.38
1896.00,0.37
1895.00,0.36
1894.00,0.36
1893.00,0.35
1892.00,0.34
1891.00,0.33
1890.00,0.32
1889.00,0.31
1888.00,0.30
1887.00,0.30
1886.00,0.29
1885.00,0.28
1884.00,0.28
1883.00,0.27
1882.00,0.26
1881.00,0.26
1880.00,0.25
1879.00,0.24
1878.00,0.24
1877.00,0.23
1876.00,0.22
1875.00,0.22
1874.00,0.21
1873.00,0.21
1872.00,0.20
1871.00,0.20
1870.00,0.19
1869.00,0.19
1868.00,0.18
1867.00,0.18
1866.00,0.17
1865.00,0.17
1864.00,0.17
1863.00,0.16
1862.00,0.16
1861.00,0.15
1860.00,0.15
1859.00,0.14
1858.00,0.14
1857.00,0.14
1856.00,0.13
1855.00,0.13
1854.00,0.12
1853.00,0.12
1852.00,0.12
1851.00,0.11
1850.00,0.11
1849.00,0.11
1848.00,0.11
1847.00,0.11
1846.00,0.10
1845.00,0.10
1844.00,0.10
1843.00,0.09
1842.00,0.09
1841.00,0.09
1840.00,0.08
1839.00,0.08
1838.00,0.08
1837.00,0.08
1836.00,0.08
1835.00,0.07
1834.00,0.07
1833.00,0.07
1832.00,0.07
1831.00,0.07
1830.00,0.07
1829.00,0.06
1828.00,0.06
1827.00,0.06
1826.00,0.06
1825.00,0.06
1824.00,0.06
1823.00,0.05
1822.00,0.05
1821.00,0.05
1820.00,0.05
1819.00,0.05
1818.00,0.05
1817.00,0.05
1816.00,0.05
1815.00,0.04
1814.00,0.04
1813.00,0.04
1812.00,0.04
1811.00,0.04
1810.00,0.04
1809.00,0.04
1808.00,0.04
1807.00,0.04
1806.00,0.04
1805.00,0.03
1804.00,0.03
1803.00,0.03
1802.00,0.03
